area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,area_type_encoded
Plot  Area,Ready To Move,Srinagar,6 Bedroom,Unknown,625,3.0,3.0,78.0,6.0,625.0,12480.0,2
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,890,2.0,3.0,37.0,2.0,890.0,4157.303370786517,3
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,78.2,2.0,1173.0,6666.666666666667,3
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2.0,1.0,55.0,2.0,1190.0,4621.848739495798,3
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Unknown,1250,2.0,0.0,75.0,2.0,1250.0,6000.0,0
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1644,3.0,3.0,80.51,3.0,1644.0,4897.20194647202,3
Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,Unknown,1740,3.0,2.0,150.0,3.0,1740.0,8620.689655172413,2
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,110.0,3.0,1710.0,6432.748538011696,3
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,Unknown,1000,4.0,2.0,130.0,4.0,1000.0,13000.0,2
Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662,3.0,2.0,155.0,3.0,1662.0,9326.113116726836,3
Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,Seamaha,1162,2.0,1.0,48.0,2.0,1162.0,4130.808950086059,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1362,2.0,3.0,85.0,2.0,1362.0,6240.822320117474,3
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540,1.0,1.0,22.5,1.0,540.0,4166.666666666667,3
Super built-up  Area,18-Nov,Thanisandra,3 BHK,Bhe 2ko,1437 - 1629,3.0,0.0,75.885,3.0,1533.0,4950.097847358122,3
Plot  Area,Ready To Move,Masjid e Alkareem,5 Bedroom,Unknown,900,4.0,1.0,62.0,5.0,900.0,6888.888888888889,2
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,1250,4.0,2.0,135.0,4.0,1250.0,10800.0,2
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,54.99,3.0,1410.0,3900.0,3
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2665,5.0,3.0,125.0,4.0,2665.0,4690.431519699812,2
Built-up  Area,Ready To Move,Singapura Village,2 BHK,Unknown,970,2.0,0.0,45.0,2.0,970.0,4639.1752577319585,0
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Unknown,1799,6.0,3.0,101.0,6.0,1799.0,5614.230127848805,0
Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,Unknown,1500,6.0,1.0,300.0,6.0,1500.0,20000.0,2
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,Unknown,1200,4.0,3.0,155.0,4.0,1200.0,12916.666666666666,2
Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1810,3.0,2.0,97.83,3.0,1810.0,5404.972375690608,3
Super built-up  Area,Ready To Move,Sathya Layout,2 BHK,Unknown,1084,2.0,1.0,51.0,2.0,1084.0,4704.79704797048,3
Super built-up  Area,Ready To Move,Doddabanahalli,3 BHK,Unknown,1500,3.0,2.0,85.0,3.0,1500.0,5666.666666666667,3
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1328,2.0,1.0,56.0,3.0,1328.0,4216.8674698795185,3
Built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1485,2.0,2.0,90.0,3.0,1485.0,6060.606060606061,0
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Saood S,1500,2.0,2.0,58.0,3.0,1500.0,3866.6666666666665,3
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Shusehi,1100,2.0,2.0,85.0,2.0,1100.0,7727.272727272727,3
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Dwntsli,1360,2.0,2.0,73.0,3.0,1360.0,5367.64705882353,3
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,Unknown,900,2.0,1.0,75.0,2.0,900.0,8333.333333333334,3
Plot  Area,Ready To Move,SMV layout,3 Bedroom,Unknown,600,3.0,3.0,86.0,3.0,600.0,14333.333333333334,2
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2.0,1.0,54.48,2.0,1031.0,5284.190106692531,3
Super built-up  Area,20-Aug,Whitefield,2 BHK,Bhath N,850 - 1060,2.0,0.0,38.19,2.0,955.0,3998.952879581152,3
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1040,2.0,2.0,36.4,2.0,1040.0,3500.0,3
Built-up  Area,Ready To Move,KR Puram,7 Bedroom,Unknown,2800,6.0,1.0,110.0,7.0,2800.0,3928.5714285714284,0
Super built-up  Area,Ready To Move,Kothannur,3 BHK,Unknown,1404,2.0,1.0,56.15,3.0,1404.0,3999.287749287749,3
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1200,2.0,2.0,46.0,2.0,1200.0,3833.3333333333335,3
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1267,3.0,1.0,78.0,2.0,1267.0,6156.274664561957,3
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510,2.0,3.0,110.0,3.0,1510.0,7284.76821192053,3
Super built-up  Area,21-Sep,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,42.0,2.0,900.0,4666.666666666667,3
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Asarqz ,1457,2.0,2.0,105.0,3.0,1457.0,7206.588881262869,3
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,4.0,2.0,268.0,4.0,3596.0,7452.725250278087,3
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1408,3.0,2.0,80.0,3.0,1408.0,5681.818181818182,3
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1005,2.0,2.0,45.0,2.0,1005.0,4477.611940298508,0
Plot  Area,Ready To Move,Dodsworth Layout,6 Bedroom,Unknown,30400,4.0,2.0,1824.0,6.0,30400.0,6000.0,2
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,28.0,2.0,545.0,5137.614678899083,0
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,Unknown,1182,2.0,1.0,64.0,2.0,1182.0,5414.551607445009,0
Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3.0,0.0,122.0,3.0,2038.5,5984.792739759627,3
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MadinJa,1367,2.0,0.0,80.0,2.0,1367.0,5852.231163130944,0
Plot  Area,Ready To Move,BTM 1st Stage,5 Bedroom,Unknown,1200,4.0,2.0,200.0,5.0,1200.0,16666.666666666668,2
Built-up  Area,Ready To Move,Judicial Layout,5 BHK,Unknown,1100,4.0,3.0,199.0,5.0,1100.0,18090.909090909092,0
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Unknown,1565,3.0,2.0,78.0,3.0,1565.0,4984.025559105431,0
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1720,3.0,2.0,128.0,3.0,1720.0,7441.860465116279,3
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Cerasy ,1107,2.0,3.0,44.0,2.0,1107.0,3974.706413730804,0
Super built-up  Area,20-Jan,Yelahanka,2 BHK,Aduil T,1360,2.0,1.0,78.19,2.0,1360.0,5749.264705882353,3
Super built-up  Area,18-Jan,Anekal,2 BHK,Unknown,625,1.0,1.0,25.0,2.0,625.0,4000.0,3
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1701,2.0,2.0,145.0,2.0,1701.0,8524.397413286302,3
Plot  Area,Ready To Move,Agrahara Dasarahalli,3 Bedroom,Unknown,1350,1.0,0.0,120.0,3.0,1350.0,8888.888888888889,2
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1016,2.0,1.0,39.95,2.0,1016.0,3932.086614173229,3
Super built-up  Area,Ready To Move,KEB Colony,3 BHK,Unknown,1500,3.0,1.0,90.0,3.0,1500.0,6000.0,3
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Baalp S,900,2.0,1.0,45.0,2.0,900.0,5000.0,0
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,Viara M,1500,3.0,1.0,150.0,3.0,1500.0,10000.0,3
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,Prlis A,2292,2.0,1.0,285.0,3.0,2292.0,12434.554973821989,3
Carpet  Area,Ready To Move,Kereguddadahalli,3 BHK,Jaood G,1280,3.0,1.0,42.0,3.0,1280.0,3281.25,1
Plot  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,KrodsNo,1750,4.0,2.0,263.0,4.0,1750.0,15028.57142857143,2
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,70.0,3.0,1500.0,4666.666666666667,3
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,64.5,3.0,1500.0,4300.0,3
Super built-up  Area,Ready To Move,Gottigere,2 BHK,SMshi M,1245,2.0,2.0,59.0,2.0,1245.0,4738.955823293173,3
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Unknown,1025,2.0,1.0,44.0,2.0,1025.0,4292.682926829269,3
Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1945,3.0,2.0,135.0,3.0,1945.0,6940.874035989717,3
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,245.0,3.0,1640.0,14939.024390243903,3
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,DSthian,1348,2.0,2.0,80.5,3.0,1348.0,5971.810089020772,0
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Suncyu ,1100,2.0,2.0,55.0,2.0,1100.0,5000.0,3
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Elentrk,1616,3.0,3.0,40.0,3.0,1616.0,2475.2475247524753,3
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3.0,3.0,135.0,3.0,1855.0,7277.628032345014,3
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,56.5,2.0,1255.0,4501.99203187251,3
Plot  Area,Ready To Move,HAL 2nd Stage,5 Bedroom,Unknown,2040,4.0,1.0,500.0,5.0,2040.0,24509.803921568626,2
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,Unknown,2400,4.0,1.0,228.0,4.0,2400.0,9500.0,2
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Unknown,1195,2.0,2.0,59.0,2.0,1195.0,4937.238493723849,3
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,DSnjh S,1022,2.0,1.0,35.0,2.0,1022.0,3424.6575342465753,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Niers S,1264,2.0,2.0,52.0,2.0,1264.0,4113.9240506329115,3
Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,Unknown,1650,3.0,2.0,115.0,3.0,1650.0,6969.69696969697,3
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2.0,1.0,40.8,2.0,1020.0,3999.9999999999995,3
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Klark L,4395,4.0,2.0,242.0,4.0,4395.0,5506.257110352673,3
Built-up  Area,Ready To Move,Bommasandra,2 BHK,ALoraAu,950,2.0,1.0,25.0,2.0,950.0,2631.5789473684213,0
Super built-up  Area,18-Jul,Shantiniketan Layout,4 BHK,Unknown,2710,5.0,3.0,142.0,4.0,2710.0,5239.852398523985,3
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1936,3.0,1.0,131.0,3.0,1936.0,6766.528925619835,3
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Unknown,1075,2.0,2.0,58.0,2.0,1075.0,5395.3488372093025,3
Super built-up  Area,18-Apr,Hosur Road,2 BHK,PuendWe,1223,2.0,1.0,93.0,2.0,1223.0,7604.251839738348,3
Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1500,3.0,1.0,61.9,3.0,1500.0,4126.666666666667,2
Built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1050,2.0,2.0,42.73,2.0,1050.0,4069.5238095238096,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Unknown,2100,3.0,2.0,190.0,3.0,2100.0,9047.619047619048,3
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,Unknown,1200,4.0,2.0,240.0,5.0,1200.0,20000.0,2
Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,Unknown,1650,2.0,1.0,130.0,3.0,1650.0,7878.787878787879,0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,2.0,1.0,78.0,2.0,1495.0,5217.391304347826,3
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Adaveth,1500,2.0,3.0,82.0,3.0,1500.0,5466.666666666667,3
Super built-up  Area,21-Jul,Koramangala,3 BHK,G ceses,1605,3.0,2.0,260.0,3.0,1605.0,16199.376947040499,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Suleyli,1270,2.0,2.0,52.0,2.0,1270.0,4094.488188976378,3
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Shncyhi,1081,2.0,3.0,60.0,2.0,1081.0,5550.416281221092,3
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600,2.0,0.0,140.0,3.0,1600.0,8750.0,3
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1596,3.0,1.0,118.0,3.0,1596.0,7393.483709273183,3
Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,Unknown,600,6.0,2.0,65.0,6.0,600.0,10833.333333333334,2
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,SKdesa ,1557,3.0,1.0,70.0,3.0,1557.0,4495.82530507386,3
Built-up  Area,Ready To Move,Devi Nagar,3 BHK,Unknown,1410,3.0,3.0,68.0,3.0,1410.0,4822.695035460993,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,148.0,3.0,1984.0,7459.677419354839,3
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Unknown,1196,2.0,3.0,60.0,2.0,1196.0,5016.722408026756,3
Super built-up  Area,21-Dec,Thanisandra,4 BHK,Bhe 2ko,2259,3.0,2.0,112.0,4.0,2259.0,4957.9459938025675,3
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1720,3.0,2.0,100.0,3.0,1720.0,5813.953488372093,3
Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,Unknown,1256,2.0,1.0,62.8,2.0,1256.0,5000.0,0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1243,2.0,2.0,46.0,2.0,1243.0,3700.7240547063557,3
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1310,2.0,1.0,37.83,3.0,1310.0,2887.7862595419847,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Unknown,1140,2.0,1.0,57.0,2.0,1140.0,5000.0,0
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Scenth ,1600,3.0,2.0,260.0,3.0,1600.0,16250.0,3
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3.0,2.0,120.0,3.0,1790.0,6703.91061452514,3
Super built-up  Area,Ready To Move,Harlur,2 BHK,Shodsir,1200 - 1470,2.0,0.0,72.76,2.0,1335.0,5450.187265917603,3
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Veyalin,1674,3.0,2.0,81.0,3.0,1674.0,4838.709677419355,3
Plot  Area,Ready To Move,CV Raman Nagar,5 Bedroom,Unknown,1200,2.0,1.0,100.0,5.0,1200.0,8333.333333333334,2
Super built-up  Area,Ready To Move,Kenchenhalli,3 BHK,MasicCl,1786,3.0,2.0,79.99,3.0,1786.0,4478.723404255318,3
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,Unknown,770,3.0,2.0,65.25,4.0,770.0,8474.025974025973,2
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,Unknown,1035,2.0,1.0,47.0,2.0,1035.0,4541.062801932367,3
Super built-up  Area,19-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,103.0,3.0,1564.0,6585.677749360614,3
Super built-up  Area,18-Mar,Margondanahalli,2 BHK,Unknown,1334,2.0,1.0,67.76,2.0,1334.0,5079.460269865068,3
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,53.96,3.0,1365.0,3953.1135531135533,3
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,1.0,50.0,2.0,1115.0,4484.304932735426,3
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,42.48,2.0,1020.0,4164.705882352941,3
Super built-up  Area,Ready To Move,BCMC Layout,3 BHK,Anair A,1369,2.0,3.0,72.0,3.0,1369.0,5259.313367421476,3
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1240,2.0,2.0,41.0,2.0,1240.0,3306.451612903226,3
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,600,3.0,2.0,100.0,4.0,600.0,16666.666666666668,2
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,ArzzaRe,1418,2.0,1.0,62.0,2.0,1418.0,4372.3554301833565,3
Built-up  Area,Ready To Move,Hebbal,3 BHK,Unknown,2250,3.0,2.0,219.0,3.0,2250.0,9733.333333333334,0
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,Unknown,500,1.0,1.0,20.0,2.0,500.0,4000.0,3
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Unknown,1020,2.0,2.0,39.0,2.0,1020.0,3823.529411764706,3
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,G harth,1290,2.0,2.0,70.0,2.0,1290.0,5426.356589147287,0
Plot  Area,Ready To Move,Attibele,3 Bedroom,Unknown,1500,3.0,2.0,90.0,3.0,1500.0,6000.0,2
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,Unknown,1290,3.0,3.0,62.0,3.0,1290.0,4806.201550387597,3
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Prarkll,1881,3.0,2.0,115.0,3.0,1881.0,6113.769271664009,3
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,943,2.0,2.0,49.5,2.0,943.0,5249.204665959703,3
Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1140,2.0,1.0,32.93,2.0,1140.0,2888.59649122807,0
Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,1035,2.0,2.0,60.0,2.0,1035.0,5797.101449275362,3
Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1500,3.0,1.0,71.0,3.0,1500.0,4733.333333333333,2
Super built-up  Area,Ready To Move,Sindhi Colony,5 BHK,HMeuran,5665.84,7.0,2.0,988.0,5.0,5665.84,17437.837990483316,3
Super built-up  Area,18-Apr,Nanjappa Layout,2 BHK,Unknown,1232,2.0,1.0,94.28,2.0,1232.0,7652.597402597403,3
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290,2.0,2.0,56.12,3.0,1290.0,4350.387596899225,3
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,Apinaa ,2610,4.0,2.0,306.0,4.0,2610.0,11724.137931034482,3
Super built-up  Area,Ready To Move,Anandapura,3 BHK,ViensRK,1576,3.0,2.0,58.7,3.0,1576.0,3724.6192893401017,3
Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Unknown,980,2.0,1.0,41.0,2.0,980.0,4183.673469387755,3
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Brium C,4000,6.0,1.0,440.0,4.0,4000.0,11000.0,3
Super built-up  Area,18-Jun,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,74.03,2.0,1346.0,5500.0,3
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Sulla S,1181,2.0,2.0,55.0,2.0,1181.0,4657.070279424217,3
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,6652,6.0,1.0,660.0,4.0,6652.0,9921.828021647625,3
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,ArnzaFi,1307,2.0,2.0,59.0,2.0,1307.0,4514.154552410099,3
Super built-up  Area,18-May,Roopena Agrahara,3 BHK,Unknown,1215,2.0,2.0,49.86,3.0,1215.0,4103.7037037037035,3
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Unknown,1180,2.0,3.0,80.0,2.0,1180.0,6779.661016949152,3
Built-up  Area,Ready To Move,Amruthahalli,1 Bedroom,Unknown,600,1.0,1.0,55.0,1.0,600.0,9166.666666666666,0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1115,2.0,2.0,50.0,2.0,1115.0,4484.304932735426,3
Super built-up  Area,Ready To Move,Kanakapur main road,2 BHK,Unknown,1025,2.0,2.0,43.04,2.0,1025.0,4199.024390243902,3
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910,3.0,2.0,131.0,3.0,1910.0,6858.638743455497,3
Super built-up  Area,Ready To Move,Gottigere,2 BHK,i1ncyRe,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,3
Built-up  Area,19-Dec,Church Street,4 BHK,CoDast ,2920,4.0,3.0,536.0,4.0,2920.0,18356.164383561645,0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1349,2.0,1.0,98.0,2.0,1349.0,7264.6404744255005,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,60.0,2.0,1175.0,5106.382978723404,3
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,Unknown,1150,2.0,1.0,40.25,2.0,1150.0,3500.0,3
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,935,2.0,1.0,32.72,2.0,935.0,3499.4652406417113,3
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SLiritn,1404,2.0,2.0,59.0,3.0,1404.0,4202.279202279202,3
Built-up  Area,Ready To Move,BCC Layout,4 Bedroom,Unknown,2700,3.0,2.0,230.0,4.0,2700.0,8518.518518518518,0
Built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2.0,2.0,60.0,2.0,1203.0,4987.5311720698255,0
Plot  Area,Ready To Move,Nagavara,3 Bedroom,Unknown,440,3.0,1.0,35.0,3.0,440.0,7954.545454545455,2
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1571,3.0,3.0,63.0,3.0,1571.0,4010.1845957988544,3
Super built-up  Area,Ready To Move,Mariyannapalya,2 BHK,Unknown,1125,2.0,2.0,46.0,2.0,1125.0,4088.8888888888887,3
Super built-up  Area,18-Apr,Kammasandra,1 BHK,Prony S,610,1.0,1.0,18.5,1.0,610.0,3032.7868852459014,3
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Unknown,1198,2.0,2.0,80.0,2.0,1198.0,6677.79632721202,3
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,VRaceer,1200,2.0,2.0,45.0,2.0,1200.0,3750.0,3
Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,Prowshi,6688,6.0,1.0,700.0,4.0,6688.0,10466.507177033493,2
Super built-up  Area,Ready To Move,Crimson Layout,3 BHK,ARntyne,1830,3.0,2.0,95.0,3.0,1830.0,5191.256830601093,3
Super built-up  Area,19-Sep,Kudlu Gate,3 BHK,Srods P,1432,2.0,2.0,61.11,3.0,1432.0,4267.458100558659,3
Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Srhts P,2300,2.0,0.0,70.0,3.0,2300.0,3043.478260869565,0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,HMigond,1331.95,2.0,2.0,69.0,2.0,1331.95,5180.374638687638,3
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Unknown,1876,3.0,3.0,160.0,3.0,1876.0,8528.784648187633,3
Super built-up  Area,18-Dec,Whitefield,3 BHK,Asarqz ,1639,3.0,2.0,107.0,3.0,1639.0,6528.370957901159,3
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1665,3.0,2.0,74.9,3.0,1665.0,4498.498498498499,3
Super built-up  Area,Ready To Move,Kogilu,2 BHK,Unknown,1140,2.0,2.0,50.66,2.0,1140.0,4443.859649122807,3
Super built-up  Area,21-Dec,Electronic City,4 BHK,KonteiT,2093,4.0,2.0,134.0,4.0,2093.0,6402.293358815098,3
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.9,3.0,1450.0,4200.0,3
Super built-up  Area,18-May,TC Palaya,3 BHK,Unknown,1330,3.0,3.0,46.56,3.0,1330.0,3500.751879699248,3
Plot  Area,Ready To Move,1st Block Koramangala,4 Bedroom,Unknown,1200,5.0,1.0,350.0,4.0,1200.0,29166.666666666668,2
Built-up  Area,18-Dec,Talaghattapura,3 Bedroom,Unknown,1800,3.0,1.0,84.0,3.0,1800.0,4666.666666666667,0
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4 BHK,Unknown,2872,4.0,3.0,183.0,4.0,2872.0,6371.866295264624,0
Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1486,2.0,2.0,65.0,3.0,1486.0,4374.158815612383,3
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Siourpl,1425,1.0,0.0,54.0,3.0,1425.0,3789.4736842105262,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1255,2.0,2.0,42.54,2.0,1255.0,3389.641434262948,3
Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,750,2.0,1.0,19.5,2.0,750.0,2600.0,0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1225,2.0,3.0,58.0,2.0,1225.0,4734.693877551021,3
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,DNncasa,1274,2.0,1.0,90.0,2.0,1274.0,7064.36420722135,3
Built-up  Area,Ready To Move,Medahalli,9 BHK,Unknown,4600,9.0,2.0,150.0,9.0,4600.0,3260.8695652173915,0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,3.0,1350.0,5999.259259259258,3
Super built-up  Area,19-Jun,Mallathahalli,2 BHK,Siacen ,1100,2.0,2.0,64.08,2.0,1100.0,5825.454545454545,3
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1760,3.0,2.0,139.0,3.0,1760.0,7897.727272727273,3
Plot  Area,18-Jul,Bommasandra,3 Bedroom,Unknown,1200,3.0,2.0,110.0,3.0,1200.0,9166.666666666666,2
Super built-up  Area,Ready To Move,Basavanapura,7 BHK,Unknown,1800,5.0,3.0,65.0,7.0,1800.0,3611.1111111111113,3
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Arhid O,1095,2.0,2.0,28.0,3.0,1095.0,2557.077625570776,3
